Field1,Objective,BloodID,PlateID,CqGAPDH,U_PlateID,DiffGAPDH,EffGAPDH,CqTelomere,DiffTelomere,EffTelomere,RTL,ID,Whodunnit,BirdID,LayYear,RightTarsus,LeftTarsus,BodyMass,EyeColour,Ageclass,FieldPeriodID,OccasionID,OccasionDate,BreedGroupID,TerritoryID,Status,SexEstimate,MaxOfMaxOfSeenDate
1042,3,3964,64,24.87533333,3_64,0.626,1.933,13.89266667,0.404,1.809666667,0.779526787,1042,EB,3449,2005,24.1,,14.4,,A,87,2161,16/07/2008,4513,25,BrF,0,12/09/2009
1043,3,3965,64,24.86733333,3_64,0.184,1.875666667,13.91266667,0.441,1.797,0.778346729,1043,EB,3462,2005,24.7,,14.5,RB,A,87,2161,16/07/2008,4523,40,BrF,0,09/09/2015
1044,3,4134,64,24.134,3_64,0.297,1.895333333,12.62333333,0.241,1.811666667,1.043186796,1044,EB,3449,2005,24.1,,12.5,RB,A,90,2318,25/02/2009,4080,25,BrF,0,12/09/2009
1045,3,4259,64,23.413,3_64,0.031,1.872333333,12.001,0.554,1.809333333,0.973353547,1045,EB,3574,2005,23.3,,13.8,,A,87,2384,20/08/2008,4589,137,BrF,0,18/09/2015
1046,3,4279,64,23.73433333,3_64,0.177,1.864,12.37866667,0.061,1.763333333,0.917770621,1046,EB,3449,2005,24.1,,14.0,RB,A,92,2398,20/06/2009,4715,25,BrF,0,12/09/2009
1047,3,1,65,13.99566667,3_65,0.08,1.932333333,9.81,9.917,1.581666667,0.004882765,1047,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1048,3,2,65,15.639,3_65,0.031,1.897,12.20266667,0.379,1.845,0.008293676,1048,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1049,3,3103,65,24.22766667,3_65,0.604,1.928666667,13.04033333,0.395,1.796,1.142764376,1049,EB,3618,2004,25.2,,16.0,RB,A,75,1854,10/07/2006,4049,-3,FLOAT,1,01/09/2010
1049,3,3103,65,24.22766667,3_65,0.604,1.928666667,13.04033333,0.395,1.796,1.142764376,1049,EB,3618,2004,25.2,,16.0,RB,A,75,1854,10/07/2006,3799,54,SEEN1,1,01/09/2010
1050,3,3900,65,24.16733333,3_65,0.487,1.858,13.167,0.294,1.773333333,1.04851608,1050,EB,3612,2005,26.1,,15.5,RB,A,85,2243,20/01/2008,4326,16,BrM,1,17/02/2010
1051,3,3910,65,25.16066667,3_65,0.182,1.858666667,14.55866667,0.748,1.787,0.874162094,1051,EB,4897,2006,26.3,,16.1,LB,A,85,2244,22/01/2008,4331,25,BrM,1,14/02/2010
1052,3,3922,65,24.35233333,3_65,0.146,1.863,14.05933333,0.058,1.804666667,0.709596236,1052,EB,4866,2005,26.4,,16.9,LB,A,85,2141,29/01/2008,4409,137,BrM,1,04/02/2013
1053,3,4075,65,23.73366667,3_65,0.408,1.891333333,12.58,0.419,1.799333333,1.121352354,1053,EB,3618,2004,25.3,,15.5,RB,A,90,2292,27/01/2009,4083,28,BrM,1,01/09/2010
1054,3,4083,65,23.64533333,3_65,0.201,1.868333333,12.80033333,0.446,1.815,0.966044559,1054,EB,3612,2005,25.8,,16.5,RB,A,90,2299,04/02/2009,4074,16,BrM,1,17/02/2010
1055,3,4092,65,23.49533333,3_65,0.21,1.852666667,12.973,0.241,1.804333333,0.798753781,1055,EB,4863,2006,23.3,,14.3,RB,A,90,2302,09/02/2009,4073,15,BrF,0,06/09/2010
1056,3,4109,65,23.82233333,3_65,0.044,1.889666667,12.767,0.272,1.788666667,1.05322974,1056,EB,4866,2005,26.2,,15.9,RB,A,90,2308,14/02/2009,4155,137,BrM,1,04/02/2013
1057,3,4110,65,24.58833333,3_65,0.458,1.973,14.30966667,0.048,1.755666667,0.672360713,1057,EB,3574,2005,23.5,,13.6,RB,A,90,2308,14/02/2009,4155,137,BrF,0,18/09/2015
1058,3,4260,65,23.69566667,3_65,0.207,1.883666667,12.92933333,0.025,1.811,0.907174412,1058,EB,4866,2005,26.0,,17.4,RB,A,87,2384,20/08/2008,4589,137,BrM,1,04/02/2013
1059,3,4316,65,24.04533333,3_65,0.272,1.852666667,12.58366667,0.103,1.767666667,1.354550013,1059,EB,4863,2006,23.6,,13.0,RB,A,92,2445,12/07/2009,4708,15,BrF,0,06/09/2010
1060,3,1,66,13.371,3_66,0.471,1.982,11.734,12.002,1.567,0.001484959,1060,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1061,3,2,66,15.33133333,3_66,0.951,1.966666667,11.79666667,0.411,1.828333333,0.00590713,1061,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1062,3,3568,66,23.68133333,3_66,0.238,1.903,14.02633333,1.02,1.815666667,0.432615555,1062,EB,5169,2007,26.3,,14.9,G,J,85,2138,24/01/2008,4351,53,OFL,1,24/08/2010
1063,3,3898,66,23.195,3_66,0.419,1.913333333,12.432,0.363,1.78,0.829321402,1063,EB,5074,2007,24.0,,13.5,G,J,85,2135,18/01/2008,4347,47,ABX,0,18/07/2008
1064,3,3907,66,23.048,3_66,15.427,1.921666667,13.179,0.704,1.819333333,0.476201384,1064,EB,5074,2007,24.1,,13.5,LB,SA,85,2136,21/01/2008,4347,47,ABX,0,18/07/2008
1065,3,3962,66,24.27166667,3_66,0.15,1.915,14.42466667,0.515,1.808333333,0.508115263,1065,EB,4897,2006,26.3,,16.5,RB,A,87,2161,16/07/2008,4513,25,BrM,1,14/02/2010
1066,3,3983,66,23.55,3_66,0.238,1.907,12.29966667,0.077,1.774333333,1.126365501,1066,EB,5147,2007,24.5,,14.2,LB,SA,87,2165,18/07/2008,4518,32,ABX,0,28/08/2010
1066,3,3983,66,23.55,3_66,0.238,1.907,12.29966667,0.077,1.774333333,1.126365501,1066,EB,5147,2007,24.5,,14.2,LB,SA,87,2165,18/07/2008,4610,407,SEEN1,0,28/08/2010
1067,3,4005,66,22.92666667,3_66,0.426,1.97,12.566,0.548,1.814333333,0.635484167,1067,EB,5169,2007,26.3,,16.9,LB,SA,90,2263,16/01/2009,4149,126,ABX,1,24/08/2010
1068,3,4047,66,23.034,3_66,0.197,1.98,11.81333333,0.486,1.844333333,1.071171543,1068,EB,5147,2007,24.3,,14.2,LB,A,90,2279,03/01/2009,4062,2,SEEN1,0,28/08/2010
1068,3,4047,66,23.034,3_66,0.197,1.98,11.81333333,0.486,1.844333333,1.071171543,1068,EB,5147,2007,24.3,,14.2,LB,A,90,2279,03/01/2009,4061,1,SEEN1,0,28/08/2010
1068,3,4047,66,23.034,3_66,0.197,1.98,11.81333333,0.486,1.844333333,1.071171543,1068,EB,5147,2007,24.3,,14.2,LB,A,90,2279,03/01/2009,4065,5,SEEN1,0,28/08/2010
1068,3,4047,66,23.034,3_66,0.197,1.98,11.81333333,0.486,1.844333333,1.071171543,1068,EB,5147,2007,24.3,,14.2,LB,A,90,2279,03/01/2009,4076,22,SEEN2,0,28/08/2010
1068,3,4047,66,23.034,3_66,0.197,1.98,11.81333333,0.486,1.844333333,1.071171543,1068,EB,5147,2007,24.3,,14.2,LB,A,90,2279,03/01/2009,7024,490,BrF,0,28/08/2010
1069,3,4183,66,22.369,3_66,0.283,1.979333333,12.26466667,0.625,1.804666667,0.52068931,1069,EB,5169,2007,26.8,,16.8,LB,SA,87,2372,29/07/2008,4528,47,SEEN1,1,24/08/2010
1069,3,4183,66,22.369,3_66,0.283,1.979333333,12.26466667,0.625,1.804666667,0.52068931,1069,EB,5169,2007,26.8,,16.8,LB,SA,87,2372,29/07/2008,4532,53,ABX,1,24/08/2010
1070,3,4249,66,22.46533333,3_66,0.226,1.993333333,11.851,0.277,1.884333333,0.707434627,1070,EB,1394,1998,25.8,,16.7,RB,A,87,2202,18/08/2008,4569,100,BrM,1,01/03/2010
1071,3,4287,66,23.28733333,3_66,0.173,1.924,12.69133333,0.349,1.829666667,0.742230175,1071,EB,4897,2006,26.3,,15.9,RB,A,92,2398,20/06/2009,4715,25,BrM,1,14/02/2010
1072,3,4313,66,22.845,3_66,0.167,1.934666667,12.483,0.498,1.781666667,0.640436316,1072,EB,5147,2007,24.6,,14.8,RB,A,92,2445,12/07/2009,4815,490,BrF,0,28/08/2010
1073,3,1,67,11.672,3_67,0.957,2.003666667,12.0875,12.182,1.570333333,0.000403414,1073,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1074,3,2,67,15.70533333,3_67,1.221,1.981666667,12.11366667,0.061,1.846333333,0.006743071,1074,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1075,3,3158,67,29.77466667,3_67,0.436,1.916333333,21.05066667,0.23,1.848666667,0.331235972,1075,EB,1415,1998,24.2,,14.8,RB,A,75,1911,09/08/2006,3788,39,BrF,0,25/01/2013
1076,3,3785,67,23.20533333,3_67,0.473,1.916,13.10233333,0.616,1.773666667,0.644386233,1076,EB,1533,1999,26.1,,16.5,RB,A,82,2092,27/07/2007,4264,99,BrM,1,22/01/2015
1077,3,3831,67,23.011,3_67,0.006,1.967666667,11.78133333,0.603,1.811333333,1.220158055,1077,EB,1553,1999,25.8,,16.1,RB,A,82,2113,23/08/2007,4224,50,BrM,1,23/02/2010
1078,3,3849,67,23.80733333,3_67,0.188,1.931333333,12.50566667,0.136,1.787,1.346053145,1078,EB,1499,1999,25.0,,15.9,RB,A,82,2237,31/08/2007,4195,9,BrM,1,19/02/2013
1079,3,3908,67,23.98033333,3_67,0.364,1.913333333,13.3115,4.205,1.771666667,0.946091221,1079,EB,1499,1999,25.3,,16.1,RB,A,85,2244,22/01/2008,4320,9,BrM,1,19/02/2013
1080,3,3950,67,23.42666667,3_67,0.286,1.932666667,13.26566667,0.943,1.807666667,0.662934903,1080,EB,1509,1999,26.6,,17.5,RB,A,87,2158,13/07/2008,4500,7,BrM,1,31/08/2010
1081,3,4098,67,22.741,3_67,0.129,1.964666667,12.912,0.343,1.835666667,0.511473984,1081,EB,1394,1998,25.7,,15.3,RB,A,90,2304,11/02/2009,4136,100,BrM,1,01/03/2010
1082,3,4117,67,23.22333333,3_67,0.032,1.968666667,14.26966667,0.586,1.768666667,0.340902247,1082,EB,1533,1999,26.5,,,RB,A,90,2310,17/02/2009,4135,99,BrM,1,22/01/2015
1083,3,4135,67,25.43333333,3_67,0.775,1.954,15.28,0.627,1.807333333,0.777974621,1083,EB,1542,1999,25.6,,15.1,RB,A,90,2318,25/02/2009,4087,34,BrM,1,28/06/2012
1084,3,4199,67,22.16433333,3_67,0.048,2.042,11.355,0.493,1.837333333,0.873378475,1084,EB,1553,1999,26.0,,17.5,RB,A,87,2185,01/08/2008,4530,50,BrM,1,23/02/2010
1085,3,4278,67,22.62433333,3_67,0.248,1.924666667,11.75266667,0.326,1.794333333,0.957103409,1085,EB,1509,1999,26.1,,15.9,RB,A,92,2399,18/06/2009,4701,7,BrM,1,31/08/2010
1086,3,1,68,11.7795,3_68,2.037,1.966,11.2765,11.427,1.61,0.000699513,1086,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1087,3,2,68,15.30133333,3_68,0.171,2.018,11.64466667,0.395,1.836333333,0.005197089,1087,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1088,3,3096,68,24.16366667,3_68,0.121,1.975,13.53433333,0.28,1.819,0.820522006,1088,EB,1589,2000,23.4,,14.5,RB,A,75,1838,04/07/2006,3772,15,BrF,0,14/08/2008
1089,3,3156,68,22.876,3_68,0.155,1.958,11.83366667,0.129,1.791666667,0.947219973,1089,EB,1664,2002,23.8,,13.9,RB,A,75,1911,09/08/2006,3815,74,BrF,0,24/01/2009
1090,3,3176,68,23.29966667,3_68,0.26,1.942333333,13.48833333,0.842,1.805666667,0.470723931,1090,EB,1566,1999,25.5,,17.2,RB,A,75,1918,13/08/2006,3820,80,BrM,1,11/08/2008
1091,3,3749,68,22.91233333,3_68,0.231,1.979333333,12.62066667,0.117,1.829,0.601679295,1091,EB,1702,2002,24.0,,16.0,RB,A,82,2222,18/07/2007,4204,23,BrM,1,31/08/2010
1092,3,4013,68,22.335,3_68,0.052,1.965,11.61533333,0.257,1.840333333,0.746606154,1092,EB,1678,2002,22.8,,16.0,RB,A,90,2264,16/01/2009,4152,129,BrF,0,29/06/2013
1093,3,4060,68,22.78666667,3_68,0.298,1.960666667,11.99633333,0.067,1.847,0.801723634,1093,EB,1577,2000,25.9,,16.2,RB,A,90,2285,22/01/2009,4108,63,BrM,1,01/07/2013
1094,3,4090,68,22.59266667,3_68,0.099,1.989666667,12.02833333,0.155,1.857,0.686633517,1094,EB,1605,2000,23.9,,15.5,RB,A,90,2301,07/02/2009,4067,8,BrF,0,24/02/2015
1095,3,4095,68,22.47266667,3_68,0.131,1.999666667,12.02933333,0.197,1.859333333,0.630594602,1095,EB,1708,2001,25.4,,15.9,RB,A,90,2303,10/02/2009,4134,98,BrM,1,10/09/2015
1096,3,4215,68,22.71666667,3_68,0.069,1.978666667,11.423,0.203,1.810666667,1.082937612,1096,EB,1678,2002,23.4,,14.2,RB,A,87,2193,08/08/2008,4586,129,BrF,0,29/06/2013
1097,3,4250,68,22.45966667,3_68,0.216,2.006666667,11.63433333,0.291,1.831,0.797961116,1097,EB,1708,2001,24.8,,16.0,RB,A,87,2202,18/08/2008,4567,98,BrM,1,10/09/2015
1098,3,4308,68,22.82466667,3_68,0.146,1.974333333,12.347,0.155,1.788333333,0.67968566,1098,EB,1577,2000,26.0,,16.9,RB,A,92,2453,13/07/2009,4743,63,BrM,1,01/07/2013
1099,3,1,69,12.58533333,3_69,1.129,1.986666667,11.501,11.573,1.556666667,0.00078966,1099,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1100,3,2,69,15.311,3_69,0.198,1.969666667,11.69466667,0.269,1.825666667,0.00490537,1100,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1101,3,3124,69,24.033,3_69,0.086,1.950666667,13.58233333,0.775,1.788,0.60134172,1101,EB,1787,2002,25.6,,17.0,RB,A,75,1881,27/07/2006,3786,36,BrM,1,02/02/2008
1102,3,3164,69,22.87166667,3_69,0.233,1.944666667,12.91766667,0.117,1.800666667,0.403481069,1102,EB,1710,2002,25.0,,16.8,RB,A,75,1914,11/08/2006,3818,77,BrM,1,31/08/2015
1103,3,3178,69,23.80366667,3_69,0.01,1.861333333,13.146,0.461,1.766333333,0.653377047,1103,EB,1802,2002,25.6,,15.7,RB,A,75,1918,13/08/2006,3819,79,BrM,1,01/09/2010
1104,3,3767,69,23.71066667,3_69,0.108,1.954666667,13.09066667,0.096,1.821,0.627982318,1104,EB,1783,2003,24.8,,15.9,RB,A,82,2224,22/07/2007,4233,61,BrM,1,15/03/2010
1105,3,3929,69,23.382,3_69,0.123,1.969666667,12.41933333,0.579,1.800333333,0.763175807,1105,EB,1787,2002,25.2,,15.2,RB,A,85,2248,02/02/2008,4339,36,BrM,1,02/02/2008
1106,3,3956,69,23.03166667,3_69,1.124,1.917,11.375,2.423,1.792666667,1.11089594,1106,EB,1750,2002,26.1,,16.8,RB,A,87,2158,13/07/2008,4495,1,BrM,1,17/09/2015
1107,3,4044,69,23.16166667,3_69,0.11,1.981333333,12.10966667,0.268,1.825333333,0.78303461,1107,EB,1750,2002,25.9,,17.1,RB,A,90,2279,03/01/2009,4061,1,BrM,1,17/09/2015
1108,3,4057,69,22.55066667,3_69,0.329,1.952333333,12.88966667,0.404,1.849666667,0.318928259,1108,EB,1744,2001,25.1,,15.5,RB,A,90,2283,21/01/2009,4105,60,BrM,1,02/09/2010
1109,3,4058,69,22.777,3_69,0.048,1.948666667,13.08233333,0.185,1.821,0.337808394,1109,EB,1783,2003,,,,RB,A,90,2284,21/01/2009,4182,472,BrM,1,15/03/2010
1110,3,4084,69,22.73,3_69,0.093,1.970333333,11.818,0.087,1.849333333,0.693294187,1110,EB,1753,2002,24.2,,15.0,RB,A,90,2299,04/02/2009,4074,16,BrF,0,18/07/2011
1111,3,4277,69,22.791,3_69,0.202,1.945666667,12.31033333,0.092,1.775666667,0.552458376,1111,EB,1744,2001,25.3,,15.2,RB,A,92,2397,16/06/2009,4740,60,BrM,1,02/09/2010
1112,3,1,71,12.64133333,3_71,1.105,1.989333333,11.704,11.89,1.604666667,0.000905598,1112,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1113,3,2,71,15.34766667,3_71,0.063,2.003666667,11.59966667,0.481,1.892,0.005906057,1113,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1114,3,3133,71,24.71833333,3_71,0.26,1.909666667,13.359,0.326,1.840666667,1.238112124,1114,EB,4805,2006,26.0,,16.3,LB,SA,75,1896,03/08/2006,3790,42,AB,1,11/02/2009
1115,3,3303,71,23.94866667,3_71,0.453,1.929,13.08066667,0.258,1.837666667,0.90390142,1115,EB,4944,2006,25.7,,15.0,G,J,77,1961,10/01/2007,3987,171,OFL,1,02/01/2009
1116,3,3847,71,22.92933333,3_71,0.282,1.991666667,11.68933333,0.281,1.821,1.081975048,1116,EB,3519,2005,26.3,,16.8,RB,A,82,2237,31/08/2007,4197,12,BrM,1,31/08/2010
1117,3,3852,71,22.778,3_71,0.165,2.030333333,11.818,0.451,1.835333333,0.900776813,1117,EB,4872,2006,25.7,,16.2,RB,A,82,2118,01/09/2007,4261,95,BrM,1,07/09/2015
1118,3,3901,71,25.18166667,3_71,0.371,1.924,15.41466667,0.119,1.816,0.510003905,1118,EB,3519,2005,26.5,,16.5,RB,A,85,2243,20/01/2008,4322,12,BrM,1,31/08/2010
1119,3,4049,71,23.161,3_71,0.194,1.942,12.61533333,0.181,1.803666667,0.728869245,1119,EB,4854,2006,26.0,,16.8,,A,90,2279,03/01/2009,4177,478,BrM,1,07/02/2013
1120,3,4052,71,22.98033333,3_71,0.304,1.979666667,12.48966667,0.072,1.849,0.684835038,1120,EB,4805,2006,26.2,,16.5,RB,A,90,2281,20/01/2009,4180,479,BrM,1,11/02/2009
1121,3,4074,71,22.65566667,3_71,0.128,1.980333333,11.72433333,0.462,1.86,0.878060549,1121,EB,4860,2006,26.5,,16.8,RB,A,90,2291,27/01/2009,4179,480,BrM,1,15/09/2015
1122,3,4186,71,22.65633333,3_71,0.113,1.936,12.37866667,0.299,1.803,0.599995346,1122,EB,4860,2006,26.3,,17.8,LB,A,87,2372,29/07/2008,4613,480,BrM,1,15/09/2015
1123,3,4248,71,22.561,3_71,0.03,1.974,11.09833333,0.454,1.825666667,1.201101456,1123,EB,4872,2006,25.8,,17.8,RB,A,87,2201,16/08/2008,4565,95,BrM,1,07/09/2015
1124,3,4275,71,22.69966667,3_71,0.499,1.974666667,11.45366667,0.1,1.838,1.067509565,1124,EB,4854,2006,26.0,,15.7,RB,A,92,2399,18/06/2009,4809,478,BrM,1,07/02/2013
1125,3,1,72,12.91433333,3_72,0.038,2.031666667,12.289,12.332,1.61,0.00072117,1125,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1126,3,2,72,14.75633333,3_72,1.034,1.948666667,11.92533333,0.605,1.907666667,0.004279381,1126,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1127,3,3173,72,22.96566667,3_72,0.346,1.970666667,13.079,0.358,1.828666667,0.515221714,1127,EB,1852,2003,24.9,,,RB,A,75,1916,12/08/2006,3817,76,BrF,0,04/08/2014
1128,3,3215,72,22.831,3_72,0.323,1.977666667,11.729,0.106,1.837333333,1.062538761,1128,EB,2990,2004,27.1,,17.0,RB,A,75,1934,24/08/2006,3795,48,BrM,1,17/08/2010
1129,3,3885,72,22.46033333,3_72,0.124,2.008666667,11.46833333,0.161,1.799333333,0.957240189,1129,EB,4894,2006,25.5,,16.9,LB,A,85,2242,17/01/2008,4366,71,ABX,1,13/08/2008
1130,3,3893,72,22.72733333,3_72,0.115,1.981,12.229,0.095,1.850666667,0.727767683,1130,EB,2990,2004,26.7,,16.5,RB,A,85,2135,18/01/2008,4348,48,BrM,1,17/08/2010
1131,3,3928,72,23.234,3_72,0.03,1.966666667,12.1295,13.009,1.847,1.091002437,1131,EB,4890,2006,25.1,,16.2,LB,A,85,2142,01/02/2008,4330,24,ABX,1,27/02/2015
1132,3,3979,72,23.67066667,3_72,0.216,1.945,13.921,0.049,1.857333333,0.477527897,1132,EB,4890,2006,25.1,,16.2,LB,A,87,2165,18/07/2008,4512,24,ABX,1,27/02/2015
1133,3,3987,72,23.21033333,3_72,0.356,1.916666667,13.15733333,0.05,1.820333333,0.576513934,1133,EB,4875,2006,23.9,,14.7,,A,87,2168,22/07/2008,4516,28,ABX,0,19/08/2009
1133,3,3987,72,23.21033333,3_72,0.356,1.916666667,13.15733333,0.05,1.820333333,0.576513934,1133,EB,4875,2006,23.9,,14.7,,A,87,2168,22/07/2008,4549,74,SEEN1,0,19/08/2009
1134,3,4068,72,22.576,3_72,0.207,1.974,11.84333333,0.388,1.851,0.832576521,1134,EB,5144,2007,25.9,,17.5,RB,A,90,2289,25/01/2009,4100,54,SEEN1,1,11/06/2013
1134,3,4068,72,22.576,3_72,0.207,1.974,11.84333333,0.388,1.851,0.832576521,1134,EB,5144,2007,25.9,,17.5,RB,A,90,2289,25/01/2009,4114,71,BrM,1,11/06/2013
1135,3,4159,72,21.917,3_72,0.12,2.049666667,11.13733333,0.118,1.835,0.791941733,1135,EB,4894,2006,25.7,,17.8,RB,A,87,2172,24/07/2008,4574,110,BrM,1,13/08/2008
1136,3,4192,72,22.21566667,3_72,0.305,2.05,11.596,0.476,1.828333333,0.742332118,1136,EB,5144,2007,25.9,,17.1,LB,SA,87,2182,30/07/2008,4530,50,ABX,1,11/06/2013
1137,3,4206,72,22.315,3_72,0.037,1.999,11.46966667,0.5,1.843,0.871710361,1137,EB,5155,2007,24.9,,14.9,LB,SA,87,2375,07/08/2008,4531,51,H,0,05/09/2010
1138,3,1,73,12.38866667,3_73,1.321,2.013333333,12.72,2.553,1.965333333,0.000464058,1138,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1139,3,2,73,15.14966667,3_73,0.07,2.009333333,12.238,0.587,1.866666667,0.004625082,1139,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1140,3,3561,73,23.19866667,3_73,0.149,1.973,13.51633333,0.224,1.776,0.617191403,1140,EB,5162,2006,23.9,,14.2,RB,A,85,2133,15/01/2008,4425,174,BrF,0,05/08/2015
1141,3,3563,73,22.25533333,3_73,0.246,1.885666667,11.32,0.151,1.762,1.150968249,1141,EB,5164,2007,24.0,,14.0,G,J,85,2135,18/01/2008,4363,68,OFL,0,13/09/2012
1142,3,3567,73,22.87233333,3_73,0.077,1.993333333,12.34,0.15,1.824666667,0.960164988,1142,EB,5168,2007,24.1,,13.1,G,J,85,2136,21/01/2008,4324,14,OFL,0,07/09/2010
1143,3,3635,73,22.31466667,3_73,0.031,1.998,11.65033333,0.474,1.846,0.990042011,1143,EB,5237,2008,26.2,,17.1,G,FL,87,2183,31/07/2008,4529,48,OFL,1,10/09/2012
1144,3,4071,73,22.644,3_73,0.19,1.971666667,12.741,0.5,1.850666667,0.633367725,1144,EB,5155,2007,24.9,,15.8,LB,A,90,2290,25/01/2009,4098,51,ABX,0,05/09/2010
1144,3,4071,73,22.644,3_73,0.19,1.971666667,12.741,0.5,1.850666667,0.633367725,1144,EB,5155,2007,24.9,,15.8,LB,A,90,2290,25/01/2009,4180,479,SEEN1,0,05/09/2010
1145,3,4086,73,22.51666667,3_73,0.121,1.969666667,12.798,0.247,1.859666667,0.557867511,1145,EB,5167,2007,26.6,,17.1,RB,A,90,2300,05/02/2009,4082,27,SEEN1,1,25/02/2012
1145,3,4086,73,22.51666667,3_73,0.121,1.969666667,12.798,0.247,1.859666667,0.557867511,1145,EB,5167,2007,26.6,,17.1,RB,A,90,2300,05/02/2009,4183,481,BrM,1,25/02/2012
1146,3,4155,73,21.65766667,3_73,0.03,1.992,11.598,0.215,1.807,0.648605985,1146,EB,5164,2007,24.0,,16.6,LB,SA,87,2172,24/07/2008,4582,125,SEEN2,0,13/09/2012
1146,3,4155,73,21.65766667,3_73,0.03,1.992,11.598,0.215,1.807,0.648605985,1146,EB,5164,2007,24.0,,16.6,LB,SA,87,2172,24/07/2008,4619,-3,FLOAT,0,13/09/2012
1147,3,4201,73,20.6345,3_73,6.946,1.976666667,11.20833333,0.551,1.717333333,0.398667477,1147,EB,5162,2006,24.1,,14.2,RB,A,87,2189,05/08/2008,4604,174,BrF,0,05/08/2015
1148,3,4234,73,22.74,3_73,0.246,1.950666667,12.21933333,0.133,1.812,0.938443847,1148,EB,5160,2007,24.2,,14.5,LB,SA,87,2199,12/08/2008,4532,53,SEEN1,0,26/08/2012
1148,3,4234,73,22.74,3_73,0.246,1.950666667,12.21933333,0.133,1.812,0.938443847,1148,EB,5160,2007,24.2,,14.5,LB,SA,87,2199,12/08/2008,4576,112,AB,0,26/08/2012
1149,3,4297,73,22.68933333,3_73,0.118,1.984,12.43466667,0.627,1.828333333,0.797161336,1149,EB,5168,2007,24.2,,14.8,,A,92,2406,08/07/2009,4750,74,BrF,0,07/09/2010
1150,3,4315,73,23.038,3_73,0.131,1.953666667,12.18266667,0.146,1.822,1.168588263,1150,EB,5160,2007,24.1,,14.3,RB,A,92,2455,12/07/2009,4696,1,BrF,0,26/08/2012
1151,3,1,74,12.64033333,3_74,1.09,2.006,12.1885,12.357,1.600666667,0.001671742,1151,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
1152,3,2,74,15.18133333,3_74,0.055,2.013,11.94,0.436,1.884666667,0.012904305,1152,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
1153,3,3186,74,23.71433333,3_74,0.145,1.955333333,13.615,0.668,1.83,1.710377866,1153,EB,1018,1995,26.3,,17.8,RB,A,75,1921,15/08/2006,3841,110,BrM,1,16/08/2007
1154,3,3657,74,22.30966667,3_74,0.341,1.969333333,12.89133333,0.274,1.834333333,1.032285812,1154,EB,5260,2008,26.2,,16.0,G,OFL,87,2198,11/08/2008,4583,126,OFL,1,22/02/2009
1155,3,3659,74,21.778,3_74,0.197,1.984,11.58633333,0.117,1.825,1.569787194,1155,EB,5262,2008,26.8,,16.6,G,OFL,87,2198,11/08/2008,4542,66,OFL,1,08/09/2010
1156,3,3664,74,22.314,3_74,0.326,1.980333333,11.34366667,0.238,1.839333333,2.658511497,1156,EB,5267,2007,24.5,,14.5,LB,SA,87,2201,16/08/2008,4570,101,ABX,0,24/02/2015
1157,3,3666,74,22.469,3_74,0.186,1.967,12.69933333,0.516,1.831,1.291127074,1157,EB,5269,2008,25.2,,15.0,G,FL,87,2203,19/08/2008,4590,138,FL,1,04/09/2010
1158,3,4056,74,22.94266667,3_74,0.599,1.936333333,12.655,0.321,1.818666667,1.807112815,1158,EB,5262,2008,26.7,,18.0,G,J,90,2283,21/01/2009,4109,66,ABX,1,08/09/2010
1159,3,4063,74,23.07366667,3_74,0.438,1.995333333,14.47666667,0.379,1.771333333,0.701777977,1159,EB,5237,2008,26.3,,17.0,LB,SA,90,2286,23/01/2009,4096,48,ABX,1,10/09/2012
